Session,BillURL,DateAccessed,BillName,BillType,BillCat,UKPB_Bill,UKPB_Act,RoyalAssent,RoyalAssentDate,LastChange,Stage,NumberofStages,FirstStageDate,LastStageDate,FirsStageName,LastStageName,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LatestStg-BillPage,LatestStgDate-Billpage,NextStg-Billpage,NextStgDate-Billpage,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch,NumParagraphsTotal,NumParagraphsBody,NumParagraphsSchedules,LegGovUkLink,DocYear,DocMainType,DocEnactmentDate,DocCat,ActNameLGUK
2009-10,http://services.parliament.uk//bills/2009-10/childrensrightshl.html,20140413_170732,Children's Rights Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,09.04.2010,Lords,1,19.11.2009,19.11.2009,1st reading: House of Lords,1st reading: House of Lords,Baroness Walmsley,NA,,NA,NA,NA,1st reading: House of Lords,19.11.2009,NA,NA,http://www.publications.parliament.uk/pa/ld200910/ldbills/008/10008.i-ii.html,http://www.publications.parliament.uk/pa/ld200910/ldbills/008/2010008.pdf,20.11.2009,HL Bill 8 09-10 (as introduced),First reading took place on 19 November. This stage is a formality that signals the start of the Bill's journey through the Lords.," u'\n'  The purpose of the Children’s Rights Bill is to enshrine the  United Nations Convention on the Rights of the Child  (UNCRC) in UK law.  The UNCRC is an international human rights treaty that grants all children and young people a comprehensive set of rights.     Issues included in the convention’s articles are: the right to be free from all forms of violence; the right to play, rest and leisure; and the right to be protected from harmful work and economic exploitation.     The UK signed the convention on 19 April 1990, and it came into force on 15 January 1992.  Some articles of the convention are already given effect through existing legislation, for example though the Children Act 2004, and through a range of legislation on the right to education.  This Bill would make the UNCRC part of UK law.   Key areas   <ul><li>The Bill would create a duty to ensure all new legislation is compatible with the convention and is “children’s rights proofed”.</li></ul> <ul><li>The interpretation of convention rights would be determined by a court or tribunal.</li></ul> <ul><li>The optional protocols on the <a href=""http://www2.ohchr.org/english/law/crc-sale.htm"">sale of children, child prostitution and child pornography</a> , and on the <a href=""http://www2.ohchr.org/english/law/crc-conflict.htm"">involvement of children in armed conflict</a> would also be incorporated into UK law.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/cityofwestminsterhl.html,20140413_170732,City of Westminster Bill [HL],Private Bill,PB,No,No,No,NA,22.10.2013,House Pending,10,27.11.2008,Date to be announced,Petition to introduce a Private Bill presented to Parliament,Bill withdrawn,NA,NA,NA,NA,Sharpe Pritchard,Westminster City Council,Unknown,Unknown,NA,NA,http://www.publications.parliament.uk/pa/ld200809/ldprivbill/cofw/191108/2009020.htm,http://www.publications.parliament.uk/pa/ld200809/ldprivbill/cofw/191108/020.pdf,22.01.2009,Bill as introduced into the House of Lords,," u'\n'  If you are ""specially and directly affected"" by this bill you may oppose the bill or seek its amendment before a Select Committee in either or both Houses.  If you present a ""petition"" against the bill at the appropriate times you may be able to have your views on the bill heard by the Committee (in whichever House you petition).There are specific times when petitions can be presented.     The petitioning period in the House of Lords ended on 6 February 2009.      There will be a further opportunity to petition against the Bill if it reaches the House of Commons.  If you need further information about petitioning in the House of Commons please contact the House of Commons Private Bill Office  prbohoc@parliament.uk  tel: 020 7219 3250  .      The Bill is opposed, 1 of the 3 petitions deposited against the Bill in the House of Lords remains outstanding (the petitioners who presented petition no. 2 have been found by the Committee not to have the right to be heard and petition no. 1 has been withdrawn).   to view the petitions follow the link to ""bill documents"" on the left-hand side of this page.  u'\n'  Summary of the City of Westminster Bill [HL] 2008-09 to 2012-13  u'\n' u'  /* Font Definitions */  @font-face \t{font-family:Wingdings; \tpanose-1:5 0 0 0 0 0 0 0 0 0; \tmso-font-charset:2; \tmso-generic-font-family:auto; \tmso-font-pitch:variable; \tmso-font-signature:0 268435456 0 0 -2147483648 0;}  /* Style Definitions */  p.MsoNormal, li.MsoNormal, div.MsoNormal \t{mso-style-parent:""""; \tmargin:0cm; \tmargin-bottom:.0001pt; \tmso-pagination:widow-orphan; \tfont-size:12.0pt; \tfont-family:""Times New Roman""; \tmso-fareast-font-family:""Times New Roman"";} @page Section1 \t{size:595.3pt 841.9pt; \tmargin:72.0pt 90.0pt 72.0pt 90.0pt; \tmso-header-margin:35.4pt; \tmso-footer-margin:35.4pt; \tmso-paper-source:0;} div.Section1 \t{page:Section1;}  /* List Definitions */  @list l0 \t{mso-list-id:325861889; \tmso-list-type:hybrid; \tmso-list-template-ids:-408279536 134807553 134807555 134807557 134807553 134807555 134807557 134807553 134807555 134807557;} @list l0:level1 \t{mso-level-number-format:bullet; \tmso-level-text:\uf0b7; \tmso-level-tab-stop:36.0pt; \tmso-level-number-position:left; \ttext-indent:-18.0pt; \tfont-family:Symbol;} ol \t{margin-bottom:0cm;} ul \t{margin-bottom:0cm;} ' u'The Bill (as originally introduced) would revise the street trading provisions in the City of Westminster Act 1999 in particular by:\xa0 '     extending the definition of street trading to include sale of motor vehicles over the internet if the vehicle is kept on the street     giving powers to the council to designate areas where news vendors’ exemption does not apply </ul> <ul><li>allowing the council to designate and alter licensable areas, and have more control over what is traded in them</li></ul> <ul><li>giving further controls to the council for dealing with itinerant ice cream vendors</li></ul> <ul><li>establishing new powers and procedures for the council to suspend vendors’ licences on the grounds of dangerous, abusive or violent behaviour.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/climatechangesectoraltargets.html,20140413_170732,Climate Change (Sectoral Targets) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,12.04.2010,Commons,1,09.02.2010,09.02.2010,1st reading: House of Commons,1st reading: House of Commons,Mr Martin Caton,NA,,NA,NA,NA,1st reading: House of Commons,09.02.2010,NA,NA,http://www.publications.parliament.uk/pa/cm200910/cmbills/064/10064.i-i.html,http://www.publications.parliament.uk/pa/cm200910/cmbills/064/2010064.pdf,11.03.2010,Bill 64 as introduced,," u'\r\n            The Bill would set energy efficiency and energy usage targets for different sectors of the economy, to be achieved by 2020. It would also set a target of 20 per cent of electricity to be generated from renewables by 2020, together with targets for microgeneration and combined heat and power generation.\r\n           \r\n        '",Martin Caton,10096,886,Labour,2683,1997-05-01,1997,Gower,975,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/clustermunitionsprohibitionshl.html,20140413_170732,Cluster Munitions (Prohibitions) Act 2010,Government Bill,G,Yes,Yes,Yes,25.03.2010,29.03.2010,Royal Assent,12,19.11.2009,25.03.2010,1st reading: House of Lords,Royal Assent,Baroness Kinnock of Holyhead,Chris Bryant,Foreign & Commonwealth Office,Foreign & Commonwealth Office,NA,NA,Royal Assent,25.03.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100011_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100011_en.pdf,25.03.2010,Cluster Munitions (Prohibitions) Act 2010 c.11,Following agreement by both Houses on the text of the Bill it received Royal Assent on 25 March. The Bill is now an Act of Parliament (law).," u'\n'  The main purpose of the Bill is to create criminal offences in order to enforce the prohibitions set out in Article 1 of the Convention on Cluster Munitions. This bans the use, production, transfer, and stockpiling of cluster munitions on the grounds that they cause unacceptable harm to civilians, and establishes measures to minimise the harm to civilians in the aftermath of conflicts.    Ninety-four states signed and four states ratified the Convention on Cluster Munitions at a ceremony in Oslo on 3 December 2008. The UK was amongst the signatories, although it was a relatively late convert to the idea of a total ban. Once the Bill has passed into law, the UK will then move to ratify the Convention, which has now been ratified by 30 states, and will come into force on 1 August 2010. The Government has announced that it intends to destroy all cluster munition stockpiles by the end of 2013. The Conservatives and Liberal Democrats have given their full support to the Bill.  u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,34,12,http://www.legislation.gov.uk/ukpga/2010/11/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-03-25,primary,Cluster Munitions (Prohibitions) Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/compensationact2006amendment.html,20140413_170732,Compensation Act 2006 (Amendment) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,12.04.2010,Commons,1,02.02.2010,02.02.2010,1st reading: House of Commons,1st reading: House of Commons,Jeremy Wright,NA,,NA,NA,NA,1st reading: House of Commons,02.02.2010,NA,NA,http://www.publications.parliament.uk/pa/cm200910/cmbills/058/10058.1-i.html,http://www.publications.parliament.uk/pa/cm200910/cmbills/058/2010058.pdf,04.03.2010,Bill 58 09-10,, u'\r\n            A Bill to amend the Compensation Act 2006 to ensure that courts considering a claim of negligence or breach of statutory duty apply a presumption that defendants undertaking a desirable activity have satisfied the relevant standard of care; and for connect purposes\r\n           \r\n        ',Jeremy Wright,11791,11017,Conservative,12552,2005-05-05,2005,Kenilworth and Southam,1503,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/consolidatedfund.html,20140413_170732,Consolidated Fund  Act 2009,Government Bill,G,Yes,Yes,Yes,16.12.2009,21.04.2010,Royal Assent,8,10.12.2009,16.12.2009,1st reading: House of Commons,Royal Assent,Mr Chancellor of the Exchequer,Lord Myners,HM Treasury,HM Treasury,NA,NA,Royal Assent,16.12.2009,NA,NA,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090027_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090027_en.pdf,16.12.2009,Consolidated Fund Act 2009 ch.27,," u'\n'  The Bill provides Parliamentary authority for funds requested by the Government. It is part of what is called ‘supply procedure’. This is how Parliament grants the Government’s requests for resources.    A Consolidated Fund Bill is passed every year. The Bill is one of three pieces of legislation in each financial year which provide authorisation from Parliament for the resources sought by the Government. In addition to this Bill, there are two Consolidated Fund (Appropriation) Bills. Proceedings on the Bill are formal - there is no debate.    Key areas     authorises provision sought in the Winter Supplementary Estimates for 2009-10 and in the Vote on Account for 2010-11</li><li>authorises the release of money from the Consolidated Fund, which is the Government’s bank account</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,34,12,http://www.legislation.gov.uk/ukpga/2010/11/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-03-25,primary,Cluster Munitions (Prohibitions) Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/constitutionalreformhl.html,20140413_170732,Constitutional Reform Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,14.04.2010,Lords,2,19.11.2009,05.02.2010,1st reading: House of Lords,2nd reading: House of Lords,Lord Willoughby de Broke,NA,,NA,NA,NA,2nd reading: House of Lords,05.02.2010,NA,NA,http://www.publications.parliament.uk/pa/ld200910/ldbills/014/2010014.pdf,NA,20.11.2009,,," u'\n'  The Constitutional Reform Bill was introduced on 19 November 2009 by Lord Willoughby de Broke. Lord Willoughby de Broke also introduced the Bill in the 2008-09 session of Parliament on 2 July 2009.        Key areas     <div class=""MsoNormal"" style=""margin: 0cm 0cm 0pt"">The Bill would repeal the European Communities Act 1972 and the Human Rights Act 1998.</div></li><li><div class=""MsoNormal"" style=""margin: 0cm 0cm 0pt"">The House of Commons would be reduced in size to 250 Members and left in charge only of “national reserved matters”, defined as: the national treasury; defence; foreign affairs; border control; criminal law; agriculture; fisheries and food; national energy and transport policy; the national education curriculum and teaching qualifications; and medical and nursing qualifications.</div></li><li><div class=""MsoNormal"" style=""margin: 0cm 0cm 0pt"">Legislative responsibility for areas which are not defined as “national reserved matters” would be devolved to local authorities.</div></li><li><div class=""MsoNormal"" style=""margin: 0cm 0cm 0pt"">MPs would be limited to a salary of £30,000, with an expense allowance of up to £170,000. </div></li><li><div class=""MsoNormal"" style=""margin: 0cm 0cm 0pt"">The Commons would not sit for more than 100 days in a year unless in an emergency.</div></li><li><div class=""MsoNormal"" style=""margin: 0cm 0cm 0pt"">The Bill would introduce binding referendum powers at national and local level.</div></li><li><div class=""MsoNormal"" style=""margin: 0cm 0cm 0pt"">Within seven years of the passing of the Act, a national referendum would be held on reform of the House of Lords.<br/>The approval of Parliament would be required to enter into international treaties or declare war.</div></li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/constitutionalreformandgovernance.html,20140413_170732,Constitutional Reform and Governance Act 2010,Government Bill,G,Yes,Yes,Yes,08.04.2010,26.07.2010,Royal Assent,30,20.07.2009,08.04.2010,1st reading: House of Commons,Royal Assent,Jack Straw,Lord Bach,Ministry of Justice,Ministry of Justice,NA,NA,Royal Assent,08.04.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100025_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100025_en.pdf,12.04.2010,Constitutional Reform and Governance Act 2010 c.25,," u'\n'  As introduced, this was a wide-ranging Bill covering a number of different policy areas. Many of the proposals had their origins in the 'Governance of Britain' Green Paper published in July 2007. The content of the Bill as introduced varied in some significant ways from its draft version. New chapters were added to the Bill and the clauses on the Attorney General which were in the draft Bill are not included. The Bill was greatly amended during its passage through Parliament, but many provisions were then removed during ‘wash-up’.   Key areas in the Bill as introduced    establishes a statutory basis for management of the civil service  introduces a new parliamentary process for the ratification of treaties  provides for the end of by-elections for hereditary peers  makes provisions to allow for the suspension, resignation and expulsion of Members of the Lords  introduces new rules on protests around Parliament  introduces new rules on time limits for human rights actions against devolved administrations</li><li>makes various provisions relating to judicial office holders, including the removal of the Prime Minister’s role in the process of appointing Supreme Court judges</li><li>establishes a new corporate structure for the National Audit Office and a limit to the term of appointment to the office of Comptroller and Auditor General</li><li>introduces measures designed to increase the transparency of financial reporting to Parliament.</li></ul> <p>During the passage of the Bill a number of clauses were added to the Bill including:</p> <ul><li>provisions on the nationality requirements for civil servants</li><li>provision for a referendum on the voting system</li><li>amendments to the Parliamentary Standards Act 2009</li><li>provisions on the tax status of MPs and Members of the House of Lords</li><li>a repeal of part of the Act of Settlement to allow non-British National peers to take their seats in the House of Lords</li><li>a requirement for returning officers to take reasonable steps to begin counting votes given on ballot papers within four hours of the close of a poll</li></ul> <p>However, during wash-up, the following were removed from the Bill:</p> <ul><li>provisions on the nationality requirements of civil servants</li><li>the provision for a referendum on the voting system</li><li>provisions for the end of the by-elections for hereditary peers</li><li>the provisions allowing for suspension, resignation and expulsion of Members of the Lords</li><li>the provisions on demonstrations in the vicinity of Parliament</li><li>the provisions on human rights claims against devolved administrations</li><li>provisions about courts and tribunals</li><li>provisions on National Audit<br/></li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,64,157,http://www.legislation.gov.uk/ukpga/2010/25/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-04-08,primary,Constitutional Reform and Governance Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/consumeremissionsclimatechange.html,20140413_170732,Consumer Emissions (Climate Change)  Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,09.04.2010,Lords,2,19.11.2009,15.01.2010,1st reading: House of Lords,2nd reading: House of Lords,Lord Teverson,NA,,NA,NA,NA,2nd reading: House of Lords,15.01.2010,NA,NA,http://www.publications.parliament.uk/pa/ld200910/ldbills/013/10013.1-i.html,http://www.publications.parliament.uk/pa/ld200910/ldbills/013/2010013.pdf,20.11.2009,HL Bill 13 09-10 (as introduced),," u'\r\n            Lord Teverson introduced the Consumer Emissions (Climate Change) Bill on 19 November 2009.\xa0 The Bill would amend the Climate Change Act 2008 and set a consumer emissions target for greenhouse gasses.\xa0 The Bill would also amend the Climate Change Act 2008 to require the reporting of UK consumer emissions.'     u'Consumer emissions are the emissions related to the UK consumption of goods and services.\xa0 In recent years, UK territorial emissions have reduced but carbon emissions have increased.\xa0 The Climate Change Act 2008 commits the UK to cut greenhouse gases by 80 per cent and to cut CO2 emissions by 26 per cent by 2050. '      Key areas        A net UK consumer emissions target would be set for 2050.  The target would be considered when setting a carbon budget.     A consultation on the consumer emissions target would take place before legislation is introduced.  Advice would also be sought from the Committee on Climate Change.   <ul><li>Reporting of UK consumer emissions would be required by the Bill.  This is defined as emissions of a greenhouse gas from the production, supply and use of all goods and services consumed by UK residents.  This would include imported goods and services.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/contaminatedbloodsupportforinfectedandbereavedpersonshl.html,20140413_170732,Contaminated Blood (Support for Infected and Bereaved Persons) Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,12.04.2010,Commons,5,19.11.2009,21.01.2010,1st reading: House of Lords,1st reading: House of Commons,Lord Morris of Manchester,Edward O'Hara,,,NA,NA,1st reading: House of Commons,21.01.2010,NA,NA,http://www.publications.parliament.uk/pa/cm200910/cmbills/054/10054.i-i.html,http://www.publications.parliament.uk/pa/cm200910/cmbills/054/2010054.pdf,26.01.2010,HL Bill 54 09-10 (as introduced),," u'\n'  The purpose of the Bill is to provide support for people who have been infected with certain diseases as a result of receiving contaminated blood and blood products supplied by the NHS.     The Bill would establish a compensation package for people who have been infected, their widows, dependants and carers.  It would also set up a committee to advise on the treatment of haemophilia and a review into the support available for infected people and their families.   Key areas   <ul><li>All people with haemophilia who have received blood or blood products supplied by the NHS would be offered a test for hepatitis B and C, HIV, human T-lymphotropic virus, syphilis and variant Creutzfeldt-Jakob disease.  Their partners would also be eligible to receive the test.<br/></li><li>All blood donors would be routinely tested for these conditions.<br/></li><li>People who have been infected by contaminated blood or blood products supplied by the NHS would receive NHS compensation cards entitling them to free-of-charge prescription drugs, counselling, physiotherapy, occupational therapy and home nursing, and priority NHS treatment whenever possible.<br/></li><li>People who have been infected would be entitled to claim non-means tested financial compensation.<br/></li><li>Widows and other dependants of people who have been infected, and those who have had to give up work to care for an infected person, would also be entitled to claim compensation. <br/></li><li>A committee to advise on the treatment of haemophilia would be established.  The committee would be involved in a review of the support available for people who have been infected by contaminated blood or blood products and their families.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/controlofdogs.html,20140413_170732,Control of Dogs Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,08.04.2010,Commons,1,30.03.2010,30.03.2010,1st reading: House of Commons,1st reading: House of Commons,Martin Linton,NA,,NA,NA,NA,1st reading: House of Commons,30.03.2010,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to require dog-owners to have their dogs micro-chipped; to set a minimum age for dog ownership; to give courts powers to ban households from dog ownership; to require local authorities to provide kennelling for stray dogs and to nominate responsible officers for dog control; to extend the provisions of the Dangerous Dogs Act 1991 to private property; to empower the police and local authorities to issue dog control notices; to give police support officers powers to enforce byelaws relating to dogs; to require owners of breeding dogs to be accredited; to set minimum standards for accredited dog breeders; to give local authorities powers to enter premises used for dog breeding; to regulate access to dog ownership data; and for connected purposes.\r\n           \r\n        ',Martin Linton,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/cooperativeandcommunitybenefitsocietiesandcreditunionshl.html,20140413_170732,Co-operative and Community Benefit Societies and Credit Unions Act 2010,Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,Yes,Yes,18.03.2010,13.04.2010,Royal Assent,10,19.11.2009,18.03.2010,1st reading: House of Lords,Royal Assent,Lord Tomlinson,Malcolm Wicks,,,NA,NA,Royal Assent,18.03.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100007_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100007_en.pdf,18.03.2010,Co-operative and Community Benefit Societies and Credit Unions Act 2010 c.7,Following agreement by both Houses on the text of the Bill it received Royal Assent on 18 March. The Bill is now an Act of Parliament (law).," u'\n'  The Co-operative and Community Benefit Societies and Credit Unions Bill is a Private Members’ Bill which has government support.  It was introduced in the 2008-09 Session of Parliament by Malcolm Wicks, Labour MP for Croydon North.    The Bill completed all its Commons stages but was not able to finish its passage through the House of Lords before the end of the session, having only had a Second Reading debate.   The Bill has been re-introduced, with only minor changes.   The Bill is the latest in a series of measures which have reformed and modernised the regulatory position and commercial organisation of what is often described as the ‘third sector’ in financial services: the loose grouping of organisations with mutual status and whose classifications reflect their industrial origins such as the industrial and provident societies and credit unions.    <strong>Key areas<br/></strong></p> <ul><li>requires new industrial and provident societies (other than credit unions) to be registered as co-operative or community benefit societies<br/></li><li>re-names the Industrial and Provident Societies Acts<br/></li><li>applies the Company Directors Disqualification Act 1986 to industrial and provident societies<br/></li><li>gives the Treasury powers to apply to industrial and provident societies, with appropriate modifications, company law on the investigation of companies, company names and dissolution and restoration to the register<br/></li><li>gives the Treasury powers to make provisions for credit unions corresponding to any provisions applying to building societies</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,http://www.legislation.gov.uk/ukpga/2010/7/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-03-18,primary,Co-operative and Community Benefit Societies and Credit Unions Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/corporationtax.html,20140413_170732,Corporation Tax Act 2010,Government Bill,G,Yes,Yes,Yes,03.03.2010,21.04.2010,Royal Assent,11,19.11.2009,03.03.2010,1st reading: House of Commons,Royal Assent,Alistair Darling,Lord Davies of Oldham,HM Treasury,HM Treasury,NA,NA,Royal Assent,03.03.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100004_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100004_en.pdf,03.03.2010,Corporation Tax Act 2010 c.4,," u'\n'  This Bill follows the Corporation Tax Act 2009, which rewrote the charge to corporation tax and the primary corporation tax legislation used by companies in computing their income. The Bill substantially completes the rewrite of the corporation tax code. It includes provisions on losses and gifts to charities, various reliefs such as group relief, distributions, particular types of companies and activities, avoidance, and definitions.    This is the sixth Bill produced by the Tax Law Rewrite Project; the Bill rewrites the law without changing its general effect.    Rewrite Bills are subject to a streamlined procedure for Parliamentary scrutiny: they are introduced in the House of Commons, referred to a Second Reading Committee, and then to a joint Committee of both Houses.  u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,1185,869,http://www.legislation.gov.uk/ukpga/2010/4/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-03-03,primary,Corporation Tax Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/counciltaxbenefitchangeofname.html,20140413_170732,Council Tax Benefit (Change of Name) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,08.04.2010,Commons,1,16.03.2010,16.03.2010,1st reading: House of Commons,1st reading: House of Commons,Paul Burstow,NA,,NA,NA,NA,1st reading: House of Commons,16.03.2010,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to change the name of Council Tax Benefit to Council Tax Rebate; and for connected purposes\r\n           \r\n        ',Paul Burstow,10080,754,Liberal Democrat,1608,1997-05-01,1997,Sutton and Cheam,1355,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,http://services.parliament.uk//bills/2009-10/crimeandsecurity.html,20140413_170732,Crime and Security Act 2010,Government Bill,G,Yes,Yes,Yes,08.04.2010,17.08.2010,Royal Assent,25,19.11.2009,08.04.2010,1st reading: House of Commons,Royal Assent,Alan Johnson,Lord West of Spithead,Home Office,Home Office,NA,NA,Royal Assent,08.04.2010,NA,NA,http://www.opsi.gov.uk/acts/acts2010/ukpga_20100017_en_1,http://www.opsi.gov.uk/acts/acts2010/pdf/ukpga_20100017_en.pdf,09.04.2010,Crime and Security Act 2010 c.17 ,," u'\n'  This Bill contains a range of policing, crime and security measures.    Key areas     reduces information requirements for police stops and searches</li><li>establishes new time limits for the retention of DNA samples, DNA profiles and fingerprints (following a European Court of Human Rights judgement) together with extensions to the circumstances in which such samples can be collected</li><li>introduces a new Domestic Violence Protection Notice, by which a senior police officer could require a suspected perpetrator to stop molesting a victim and to leave the premises, pending application to court for the Bill’s new Domestic Violence Protection Order</li><li>extends the new injunctions to prevent gang-related violence to under 18s</li><li>strengthens the legal assumption that a court will make a parenting order when 10-15 year olds are convicted for a breach of an anti-social behaviour order</li><li>establishes a new licensing requirement for businesses carrying out vehicle immobilisation, in addition to the existing one for individuals</li><li>introduces a new criminal offence of possessing a mobile telephone in prison</li><li>introduces a new offence of allowing minors access to air weapons</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,1185,869,http://www.legislation.gov.uk/ukpga/2010/4/contents/data.xml,2010,UnitedKingdomPublicGeneralAct,2010-03-03,primary,Corporation Tax Act 2010
2009-10,http://services.parliament.uk//bills/2009-10/damagesasbestosrelatedconditionsno2.html,20140413_170732,Damages (Asbestos-Related Conditions) (No. 2) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,26.10.2010,Lords,5,06.01.2010,08.02.2010,Please select a Stage...: House of Commons,1st reading: House of Lords,Mr Andrew Dismore,NA,,NA,NA,NA,1st reading: House of Lords,08.02.2010,NA,NA,http://www.publications.parliament.uk/pa/ld200910/ldbills/031/10031.i-i.html,http://www.publications.parliament.uk/pa/ld200910/ldbills/031/2010031.pdf,09.02.2010,HL Bill 31 09-10 (as brought from the Commons),," u'\n'  The Bill would treat certain asbestos-related conditions as actionable personal injuries. Those suffering from asbestos-related pleural plaques or asbestosis would therefore be able to claim damages against the person causing them. The provisions would not affect the legislation determining liability for personal injury.    Key areas     someone suffering from pleural thickening or asbestosis would not have to prove that that asbestos-related condition was causing impairment of their physical condition to claim damages on the basis of personal injury</li><li>someone seeking a particular level of damages on the basis of physical impairment would have to prove that level of injury</li><li>the legislation would have retrospective effect, except in cases where claims had already been settled or legal proceedings already commenced</li></ul> u'\n'",Andrew Dismore,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
